,DateCourse,Numéro -Voit_sched,sched_start,sched_end,Type,CodeLong,Ligne,Category,sched_start_ts,actual_exit_ts,Numéro -Voit_actual,TypeSens
116335,2025-05-20,60 - 6,1900-01-01 08:37:40,1900-01-01 09:22:00,Régulier,CVIN03,61,Rdta,2025-05-20 08:37:40,2025-05-20 08:37:00,61 - 6,0.0
115581,2025-05-20,48 - 6,1900-01-01 08:43:40,1900-01-01 08:58:00,Régulier,CRCO05,47,ODIER,2025-05-20 08:43:40,2025-05-20 08:43:00,47 - 6,0.0
115003,2025-05-20,32 - 1,1900-01-01 08:44:40,1900-01-01 09:04:40,Régulier,PMAR00,31,Genève-Tours,2025-05-20 08:44:40,2025-05-20 08:44:00,31 - 1,0.0
115634,2025-05-20,48 - 3,1900-01-01 08:47:20,1900-01-01 09:01:40,Régulier,LULY00,47,ODIER,2025-05-20 08:47:20,2025-05-20 08:47:00,47 - 3,0.0
115529,2025-05-20,C9 - 41,1900-01-01 08:49:00,1900-01-01 09:28:00,Régulier,TCAR01,41,ODIER,2025-05-20 08:49:00,2025-05-20 08:49:00,41 - 41,0.0
116336,2025-05-20,60 - 7,1900-01-01 08:52:20,1900-01-01 09:37:20,Régulier,CVIN03,61,Rdta,2025-05-20 08:52:20,2025-05-20 08:52:00,61 - 7,0.0
115051,2025-05-20,33 - 16,1900-01-01 08:52:40,1900-01-01 09:14:40,Régulier,PRSM00,31,Genève-Tours,2025-05-20 08:52:40,2025-05-20 08:52:00,31 - 16,0.0
115176,2025-05-20,37 - 26,1900-01-01 08:58:40,1900-01-01 09:24:20,Régulier,PMAR01,33,Genève-Tours,2025-05-20 08:58:40,2025-05-20 08:58:00,33 - 26,0.0
115582,2025-05-20,48 - 2,1900-01-01 08:59:20,1900-01-01 09:13:40,Régulier,CRCO05,47,ODIER,2025-05-20 08:59:20,2025-05-20 08:59:00,47 - 2,0.0
115004,2025-05-20,33 - 14,1900-01-01 09:01:40,1900-01-01 09:21:40,Régulier,PMAR00,31,Genève-Tours,2025-05-20 09:01:40,2025-05-20 09:01:00,31 - 14,0.0
115635,2025-05-20,48 - 6,1900-01-01 09:03:00,1900-01-01 09:16:40,Régulier,LULY00,47,ODIER,2025-05-20 09:03:00,2025-05-20 09:03:00,47 - 6,0.0
116716,2025-05-20,L - 1,1900-01-01 09:05:00,1900-01-01 09:21:40,Régulier,SYGA00,70,ODIER,2025-05-20 09:05:00,2025-05-20 09:05:00,70 - 1,0.0
116675,2025-05-20,L - 6,1900-01-01 09:07:00,1900-01-01 09:24:40,Régulier,CRCO05,70,ODIER,2025-05-20 09:07:00,2025-05-20 09:07:00,70 - 6,0.0
115583,2025-05-20,48 - 1,1900-01-01 09:14:40,1900-01-01 09:29:00,Régulier,CRCO05,47,ODIER,2025-05-20 09:14:40,2025-05-20 09:14:00,47 - 1,0.0
115136,2025-05-20,37 - 28,1900-01-01 09:18:00,1900-01-01 09:48:20,Régulier,PRSM00,32,Genève-Tours,2025-05-20 09:18:00,2025-05-20 09:18:00,32 - 28,0.0
115636,2025-05-20,48 - 2,1900-01-01 09:19:40,1900-01-01 09:33:20,Régulier,LULY00,47,ODIER,2025-05-20 09:19:40,2025-05-20 09:19:00,47 - 2,0.0
115052,2025-05-20,33 - 12,1900-01-01 09:24:00,1900-01-01 09:45:00,Régulier,PRSM00,31,Genève-Tours,2025-05-20 09:24:00,2025-05-20 09:24:00,31 - 12,0.0
116337,2025-05-20,60 - 14,1900-01-01 09:26:20,1900-01-01 10:11:00,Régulier,CVIN03,61,Rdta,2025-05-20 09:26:20,2025-05-20 09:26:00,61 - 14,0.0
115005,2025-05-20,32 - 6,1900-01-01 09:27:40,1900-01-01 09:47:20,Régulier,PMAR00,31,Genève-Tours,2025-05-20 09:27:40,2025-05-20 09:27:00,31 - 6,0.0
115584,2025-05-20,48 - 4,1900-01-01 09:28:40,1900-01-01 09:43:00,Régulier,CRCO05,47,ODIER,2025-05-20 09:28:40,2025-05-20 09:28:00,47 - 4,0.0
115223,2025-05-20,37 - 26,1900-01-01 09:31:20,1900-01-01 09:56:40,Régulier,RIVE04,33,Genève-Tours,2025-05-20 09:31:20,2025-05-20 09:31:00,33 - 26,0.0
116717,2025-05-20,L - 6,1900-01-01 09:35:00,1900-01-01 09:51:40,Régulier,SYGA00,70,ODIER,2025-05-20 09:35:00,2025-05-20 09:35:00,70 - 6,0.0
115371,2025-05-20,32 - 1,1900-01-01 09:36:00,1900-01-01 10:02:00,Régulier,PRSM05,37,Genève-Tours,2025-05-20 09:36:00,2025-05-20 09:36:00,37 - 1,0.0
116676,2025-05-20,L - 2,1900-01-01 09:37:00,1900-01-01 09:54:40,Régulier,CRCO05,70,ODIER,2025-05-20 09:37:00,2025-05-20 09:37:00,70 - 2,0.0
115482,2025-05-20,C9 - 41,1900-01-01 09:37:40,1900-01-01 10:21:40,Régulier,CBGO05,41,ODIER,2025-05-20 09:37:40,2025-05-20 09:37:00,41 - 41,0.0
115637,2025-05-20,48 - 1,1900-01-01 09:48:00,1900-01-01 10:01:40,Régulier,LULY00,47,ODIER,2025-05-20 09:48:00,2025-05-20 09:48:00,47 - 1,0.0
115053,2025-05-20,32 - 6,1900-01-01 09:53:40,1900-01-01 10:14:40,Régulier,PRSM00,31,Genève-Tours,2025-05-20 09:53:40,2025-05-20 09:53:00,31 - 6,0.0
115585,2025-05-20,48 - 3,1900-01-01 09:56:40,1900-01-01 10:11:00,Régulier,CRCO05,47,ODIER,2025-05-20 09:56:40,2025-05-20 09:56:00,47 - 3,0.0
116718,2025-05-20,L - 2,1900-01-01 10:05:00,1900-01-01 10:21:40,Régulier,SYGA00,70,ODIER,2025-05-20 10:05:00,2025-05-20 10:05:00,70 - 2,0.0
115372,2025-05-20,32 - 3,1900-01-01 10:06:00,1900-01-01 10:32:00,Régulier,PRSM05,37,Genève-Tours,2025-05-20 10:06:00,2025-05-20 10:06:00,37 - 3,0.0
116677,2025-05-20,L - 3,1900-01-01 10:07:00,1900-01-01 10:24:40,Régulier,CRCO05,70,ODIER,2025-05-20 10:07:00,2025-05-20 10:07:00,70 - 3,0.0
115329,2025-05-20,32 - 1,1900-01-01 10:11:00,1900-01-01 10:38:40,Régulier,LULI00,37,Genève-Tours,2025-05-20 10:11:00,2025-05-20 10:11:00,37 - 1,0.0
115179,2025-05-20,32 - 6,1900-01-01 10:15:40,1900-01-01 10:41:20,Régulier,PMAR01,33,Genève-Tours,2025-05-20 10:15:40,2025-05-20 10:15:00,33 - 6,0.0
115638,2025-05-20,48 - 3,1900-01-01 10:18:40,1900-01-01 10:32:20,Régulier,LULY00,47,ODIER,2025-05-20 10:18:40,2025-05-20 10:18:00,47 - 3,0.0
115054,2025-05-20,37 - 24,1900-01-01 10:24:40,1900-01-01 10:46:00,Régulier,PRSM00,31,Genève-Tours,2025-05-20 10:24:40,2025-05-20 10:24:00,31 - 24,0.0
115006,2025-05-20,33 - 16,1900-01-01 10:27:40,1900-01-01 10:47:40,Régulier,PMAR00,31,Genève-Tours,2025-05-20 10:27:40,2025-05-20 10:27:00,31 - 16,0.0
115586,2025-05-20,48 - 2,1900-01-01 10:27:40,1900-01-01 10:42:00,Régulier,CRCO05,47,ODIER,2025-05-20 10:27:40,2025-05-20 10:27:00,47 - 2,0.0
115373,2025-05-20,32 - 5,1900-01-01 10:35:00,1900-01-01 11:01:00,Régulier,PRSM05,37,Genève-Tours,2025-05-20 10:35:00,2025-05-20 10:35:00,37 - 5,0.0
116719,2025-05-20,L - 3,1900-01-01 10:35:00,1900-01-01 10:51:40,Régulier,SYGA00,70,ODIER,2025-05-20 10:35:00,2025-05-20 10:35:00,70 - 3,0.0
116678,2025-05-20,L - 1,1900-01-01 10:37:00,1900-01-01 10:54:40,Régulier,CRCO05,70,ODIER,2025-05-20 10:37:00,2025-05-20 10:37:00,70 - 1,0.0
115330,2025-05-20,32 - 3,1900-01-01 10:41:00,1900-01-01 11:08:40,Régulier,LULI00,37,Genève-Tours,2025-05-20 10:41:00,2025-05-20 10:41:00,37 - 3,0.0
115180,2025-05-20,37 - 24,1900-01-01 10:46:40,1900-01-01 11:12:40,Régulier,PMAR01,33,Genève-Tours,2025-05-20 10:46:40,2025-05-20 10:46:00,33 - 24,0.0
115639,2025-05-20,48 - 2,1900-01-01 10:47:40,1900-01-01 11:01:20,Régulier,LULY00,47,ODIER,2025-05-20 10:47:40,2025-05-20 10:47:00,47 - 2,0.0
115055,2025-05-20,37 - 26,1900-01-01 10:53:40,1900-01-01 11:15:00,Régulier,PRSM00,31,Genève-Tours,2025-05-20 10:53:40,2025-05-20 10:53:00,31 - 26,0.0
115587,2025-05-20,48 - 1,1900-01-01 10:55:40,1900-01-01 11:10:20,Régulier,CRCO05,47,ODIER,2025-05-20 10:55:40,2025-05-20 10:55:00,47 - 1,0.0
115007,2025-05-20,33 - 12,1900-01-01 10:57:40,1900-01-01 11:17:40,Régulier,PMAR00,31,Genève-Tours,2025-05-20 10:57:40,2025-05-20 10:57:00,31 - 12,0.0
115226,2025-05-20,32 - 6,1900-01-01 11:01:40,1900-01-01 11:27:20,Régulier,RIVE04,33,Genève-Tours,2025-05-20 11:01:40,2025-05-20 11:01:00,33 - 6,0.0
115374,2025-05-20,32 - 2,1900-01-01 11:05:00,1900-01-01 11:31:00,Régulier,PRSM05,37,Genève-Tours,2025-05-20 11:05:00,2025-05-20 11:05:00,37 - 2,0.0
116720,2025-05-20,L - 1,1900-01-01 11:05:00,1900-01-01 11:21:40,Régulier,SYGA00,70,ODIER,2025-05-20 11:05:00,2025-05-20 11:05:00,70 - 1,0.0
116679,2025-05-20,L - 6,1900-01-01 11:07:00,1900-01-01 11:25:00,Régulier,CRCO05,70,ODIER,2025-05-20 11:07:00,2025-05-20 11:07:00,70 - 6,0.0
115331,2025-05-20,32 - 5,1900-01-01 11:11:00,1900-01-01 11:38:40,Régulier,LULI00,37,Genève-Tours,2025-05-20 11:11:00,2025-05-20 11:11:00,37 - 5,0.0
115181,2025-05-20,37 - 26,1900-01-01 11:15:40,1900-01-01 11:42:00,Régulier,PMAR01,33,Genève-Tours,2025-05-20 11:15:40,2025-05-20 11:15:00,33 - 26,0.0
115640,2025-05-20,48 - 1,1900-01-01 11:16:20,1900-01-01 11:30:20,Régulier,LULY00,47,ODIER,2025-05-20 11:16:20,2025-05-20 11:16:00,47 - 1,0.0
115056,2025-05-20,33 - 12,1900-01-01 11:23:40,1900-01-01 11:45:00,Régulier,PRSM00,31,Genève-Tours,2025-05-20 11:23:40,2025-05-20 11:23:00,31 - 12,0.0
115008,2025-05-20,32 - 6,1900-01-01 11:27:40,1900-01-01 11:47:40,Régulier,PMAR00,31,Genève-Tours,2025-05-20 11:27:40,2025-05-20 11:27:00,31 - 6,0.0
115588,2025-05-20,48 - 3,1900-01-01 11:28:40,1900-01-01 11:43:20,Régulier,CRCO05,47,ODIER,2025-05-20 11:28:40,2025-05-20 11:28:00,47 - 3,0.0
115227,2025-05-20,37 - 24,1900-01-01 11:31:40,1900-01-01 11:57:40,Régulier,RIVE04,33,Genève-Tours,2025-05-20 11:31:40,2025-05-20 11:31:00,33 - 24,0.0
115641,2025-05-20,48 - 7,1900-01-01 11:34:00,1900-01-01 11:48:00,Régulier,LULY00,47,ODIER,2025-05-20 11:34:00,2025-05-20 11:34:00,47 - 7,0.0
115375,2025-05-20,32 - 4,1900-01-01 11:35:00,1900-01-01 12:01:20,Régulier,PRSM05,37,Genève-Tours,2025-05-20 11:35:00,2025-05-20 11:35:00,37 - 4,0.0
116721,2025-05-20,L - 6,1900-01-01 11:35:00,1900-01-01 11:52:00,Régulier,SYGA00,70,ODIER,2025-05-20 11:35:00,2025-05-20 11:35:00,70 - 6,0.0
116680,2025-05-20,L - 2,1900-01-01 11:37:00,1900-01-01 11:55:00,Régulier,CRCO05,70,ODIER,2025-05-20 11:37:00,2025-05-20 11:37:00,70 - 2,0.0
115332,2025-05-20,32 - 2,1900-01-01 11:41:00,1900-01-01 12:08:40,Régulier,LULI00,37,Genève-Tours,2025-05-20 11:41:00,2025-05-20 11:41:00,37 - 2,0.0
115057,2025-05-20,32 - 5,1900-01-01 11:54:40,1900-01-01 12:16:00,Régulier,PRSM00,31,Genève-Tours,2025-05-20 11:54:40,2025-05-20 11:54:00,31 - 5,0.0
115642,2025-05-20,48 - 3,1900-01-01 11:55:20,1900-01-01 12:09:20,Régulier,LULY00,47,ODIER,2025-05-20 11:55:20,2025-05-20 11:55:00,47 - 3,0.0
115009,2025-05-20,37 - 24,1900-01-01 11:57:40,1900-01-01 12:17:40,Régulier,PMAR00,31,Genève-Tours,2025-05-20 11:57:40,2025-05-20 11:57:00,31 - 24,0.0
115229,2025-05-20,37 - 26,1900-01-01 12:01:40,1900-01-01 12:27:40,Régulier,RIVE04,33,Genève-Tours,2025-05-20 12:01:40,2025-05-20 12:01:00,33 - 26,0.0
115589,2025-05-20,48 - 2,1900-01-01 12:02:20,1900-01-01 12:17:40,Régulier,CRCO05,47,ODIER,2025-05-20 12:02:20,2025-05-20 12:02:00,47 - 2,0.0
115376,2025-05-20,32 - 6,1900-01-01 12:05:00,1900-01-01 12:31:40,Régulier,PRSM05,37,Genève-Tours,2025-05-20 12:05:00,2025-05-20 12:05:00,37 - 6,0.0
116722,2025-05-20,L - 7,1900-01-01 12:05:00,1900-01-01 12:22:00,Régulier,SYGA00,70,ODIER,2025-05-20 12:05:00,2025-05-20 12:05:00,70 - 7,0.0
116681,2025-05-20,L - 3,1900-01-01 12:06:00,1900-01-01 12:25:00,Régulier,CRCO05,70,ODIER,2025-05-20 12:06:00,2025-05-20 12:06:00,70 - 3,0.0
115333,2025-05-20,32 - 4,1900-01-01 12:11:00,1900-01-01 12:39:20,Régulier,LULI00,37,Genève-Tours,2025-05-20 12:11:00,2025-05-20 12:11:00,37 - 4,0.0
115183,2025-05-20,32 - 5,1900-01-01 12:16:40,1900-01-01 12:42:00,Régulier,PMAR01,33,Genève-Tours,2025-05-20 12:16:40,2025-05-20 12:16:00,33 - 5,0.0
115058,2025-05-20,32 - 1,1900-01-01 12:18:00,1900-01-01 12:39:20,Régulier,PRSM00,31,Genève-Tours,2025-05-20 12:18:00,2025-05-20 12:18:00,31 - 1,0.0
115643,2025-05-20,48 - 8,1900-01-01 12:22:40,1900-01-01 12:36:40,Régulier,LULY00,47,ODIER,2025-05-20 12:22:40,2025-05-20 12:22:00,47 - 8,0.0
115590,2025-05-20,48 - 1,1900-01-01 12:25:00,1900-01-01 12:40:00,Régulier,CRCO05,47,ODIER,2025-05-20 12:25:00,2025-05-20 12:25:00,47 - 1,0.0
115010,2025-05-20,37 - 26,1900-01-01 12:28:40,1900-01-01 12:48:40,Régulier,PMAR00,31,Genève-Tours,2025-05-20 12:28:40,2025-05-20 12:28:00,31 - 26,0.0
116723,2025-05-20,L - 3,1900-01-01 12:35:00,1900-01-01 12:52:00,Régulier,SYGA00,70,ODIER,2025-05-20 12:35:00,2025-05-20 12:35:00,70 - 3,0.0
116682,2025-05-20,L - 1,1900-01-01 12:36:00,1900-01-01 12:55:00,Régulier,CRCO05,70,ODIER,2025-05-20 12:36:00,2025-05-20 12:36:00,70 - 1,0.0
115185,2025-05-20,32 - 1,1900-01-01 12:39:40,1900-01-01 13:05:00,Régulier,PMAR01,33,Genève-Tours,2025-05-20 12:39:40,2025-05-20 12:39:00,33 - 1,0.0
115334,2025-05-20,32 - 6,1900-01-01 12:41:00,1900-01-01 13:09:40,Régulier,LULI00,37,Genève-Tours,2025-05-20 12:41:00,2025-05-20 12:41:00,37 - 6,0.0
115591,2025-05-20,48 - 7,1900-01-01 12:42:40,1900-01-01 12:57:20,Régulier,CRCO05,47,ODIER,2025-05-20 12:42:40,2025-05-20 12:42:00,47 - 7,0.0
115644,2025-05-20,48 - 9,1900-01-01 12:45:00,1900-01-01 12:59:00,Régulier,LULY00,47,ODIER,2025-05-20 12:45:00,2025-05-20 12:45:00,47 - 9,0.0
115859,2025-05-20,55 - 23,1900-01-01 12:46:00,1900-01-01 12:53:40,Régulier,BOSY00,52,ODIER,2025-05-20 12:46:00,2025-05-20 12:46:00,52 - 23,0.0
115059,2025-05-20,33 - 19,1900-01-01 12:49:40,1900-01-01 13:11:00,Régulier,PRSM00,31,Genève-Tours,2025-05-20 12:49:40,2025-05-20 12:49:00,31 - 19,0.0
115011,2025-05-20,33 - 18,1900-01-01 13:00:40,1900-01-01 13:20:40,Régulier,PMAR00,31,Genève-Tours,2025-05-20 13:00:40,2025-05-20 13:00:00,31 - 18,0.0
115186,2025-05-20,Az - 35,1900-01-01 13:01:00,1900-01-01 13:26:20,Régulier,PMAR01,33,Genève-Tours,2025-05-20 13:01:00,2025-05-20 13:01:00,33 - 35,0.0
115231,2025-05-20,32 - 5,1900-01-01 13:01:40,1900-01-01 13:27:40,Régulier,RIVE04,33,Genève-Tours,2025-05-20 13:01:40,2025-05-20 13:01:00,33 - 5,0.0
115645,2025-05-20,48 - 7,1900-01-01 13:02:40,1900-01-01 13:16:40,Régulier,LULY00,47,ODIER,2025-05-20 13:02:40,2025-05-20 13:02:00,47 - 7,0.0
115114,2025-05-20,C3 - 54,1900-01-01 13:03:00,1900-01-01 13:28:00,Régulier,MONN00,32,Genève-Tours,2025-05-20 13:03:00,2025-05-20 13:03:00,32 - 54,0.0
115592,2025-05-20,48 - 3,1900-01-01 13:03:40,1900-01-01 13:18:20,Régulier,CRCO05,47,ODIER,2025-05-20 13:03:40,2025-05-20 13:03:00,47 - 3,0.0
116683,2025-05-20,L - 6,1900-01-01 13:06:00,1900-01-01 13:25:00,Régulier,CRCO05,70,ODIER,2025-05-20 13:06:00,2025-05-20 13:06:00,70 - 6,0.0
116724,2025-05-20,L - 8,1900-01-01 13:10:00,1900-01-01 13:27:40,Régulier,SYGA00,70,ODIER,2025-05-20 13:10:00,2025-05-20 13:10:00,70 - 8,0.0
115143,2025-05-20,37 - 30,1900-01-01 13:15:00,1900-01-01 13:49:20,Régulier,PRSM00,32,Genève-Tours,2025-05-20 13:15:00,2025-05-20 13:15:00,32 - 30,0.0
115060,2025-05-20,37 - 26,1900-01-01 13:23:20,1900-01-01 13:44:40,Régulier,PRSM00,31,Genève-Tours,2025-05-20 13:23:20,2025-05-20 13:23:00,31 - 26,0.0
115646,2025-05-20,48 - 3,1900-01-01 13:23:40,1900-01-01 13:37:40,Régulier,LULY00,47,ODIER,2025-05-20 13:23:40,2025-05-20 13:23:00,47 - 3,0.0
115012,2025-05-20,32 - 5,1900-01-01 13:28:40,1900-01-01 13:48:40,Régulier,PMAR00,31,Genève-Tours,2025-05-20 13:28:40,2025-05-20 13:28:00,31 - 5,0.0
115593,2025-05-20,48 - 8,1900-01-01 13:31:40,1900-01-01 13:46:20,Régulier,CRCO05,47,ODIER,2025-05-20 13:31:40,2025-05-20 13:31:00,47 - 8,0.0
115378,2025-05-20,32 - 6,1900-01-01 13:35:00,1900-01-01 14:01:20,Régulier,PRSM05,37,Genève-Tours,2025-05-20 13:35:00,2025-05-20 13:35:00,37 - 6,0.0
116725,2025-05-20,L - 9,1900-01-01 13:35:00,1900-01-01 13:52:40,Régulier,SYGA00,70,ODIER,2025-05-20 13:35:00,2025-05-20 13:35:00,70 - 9,0.0
117543,2025-05-20,C8 - 6,1900-01-01 13:35:00,1900-01-01 13:54:00,Régulier,CEBE01,C8,GLOBE,2025-05-20 13:35:00,2025-05-20 13:34:00,C8 - 4,0.0
116684,2025-05-20,L - 7,1900-01-01 13:37:00,1900-01-01 13:55:20,Régulier,CRCO05,70,ODIER,2025-05-20 13:37:00,2025-05-20 13:37:00,70 - 7,0.0
115144,2025-05-20,37 - 24,1900-01-01 13:46:00,1900-01-01 14:16:20,Régulier,PRSM00,32,Genève-Tours,2025-05-20 13:46:00,2025-05-20 13:46:00,32 - 24,0.0
115188,2025-05-20,37 - 26,1900-01-01 13:46:20,1900-01-01 14:12:00,Régulier,PMAR01,33,Genève-Tours,2025-05-20 13:46:20,2025-05-20 13:46:00,33 - 26,0.0
115541,2025-05-20,C9 - 42,1900-01-01 13:50:40,1900-01-01 14:28:20,Régulier,TCAR01,41,ODIER,2025-05-20 13:50:40,2025-05-20 13:50:00,41 - 42,0.0
115594,2025-05-20,48 - 9,1900-01-01 13:52:40,1900-01-01 14:07:20,Régulier,CRCO05,47,ODIER,2025-05-20 13:52:40,2025-05-20 13:52:00,47 - 9,0.0
115061,2025-05-20,33 - 18,1900-01-01 13:54:00,1900-01-01 14:15:20,Régulier,PRSM00,31,Genève-Tours,2025-05-20 13:54:00,2025-05-20 13:54:00,31 - 18,0.0
115115,2025-05-20,37 - 30,1900-01-01 13:54:00,1900-01-01 14:29:00,Régulier,MONN00,32,Genève-Tours,2025-05-20 13:54:00,2025-05-20 13:54:00,32 - 30,0.0
115013,2025-05-20,33 - 20,1900-01-01 13:58:40,1900-01-01 14:18:40,Régulier,PMAR00,31,Genève-Tours,2025-05-20 13:58:40,2025-05-20 13:58:00,31 - 20,0.0
115379,2025-05-20,32 - 4,1900-01-01 14:05:00,1900-01-01 14:31:20,Régulier,PRSM05,37,Genève-Tours,2025-05-20 14:05:00,2025-05-20 14:05:00,37 - 4,0.0
116726,2025-05-20,L - 7,1900-01-01 14:05:00,1900-01-01 14:22:00,Régulier,SYGA00,70,ODIER,2025-05-20 14:05:00,2025-05-20 14:05:00,70 - 7,0.0
116685,2025-05-20,L - 3,1900-01-01 14:07:00,1900-01-01 14:25:20,Régulier,CRCO05,70,ODIER,2025-05-20 14:07:00,2025-05-20 14:07:00,70 - 3,0.0
115336,2025-05-20,32 - 6,1900-01-01 14:10:00,1900-01-01 14:39:00,Régulier,LULI00,37,Genève-Tours,2025-05-20 14:10:00,2025-05-20 14:10:00,37 - 6,0.0
115595,2025-05-20,48 - 7,1900-01-01 14:13:40,1900-01-01 14:28:20,Régulier,CRCO05,47,ODIER,2025-05-20 14:13:40,2025-05-20 14:13:00,47 - 7,0.0
115647,2025-05-20,48 - 9,1900-01-01 14:20:40,1900-01-01 14:34:40,Régulier,LULY00,47,ODIER,2025-05-20 14:20:40,2025-05-20 14:20:00,47 - 9,0.0
115062,2025-05-20,33 - 21,1900-01-01 14:24:40,1900-01-01 14:46:20,Régulier,PRSM00,31,Genève-Tours,2025-05-20 14:24:40,2025-05-20 14:24:00,31 - 21,0.0
115014,2025-05-20,33 - 19,1900-01-01 14:28:40,1900-01-01 14:49:00,Régulier,PMAR00,31,Genève-Tours,2025-05-20 14:28:40,2025-05-20 14:28:00,31 - 19,0.0
115091,2025-05-20,37 - 24,1900-01-01 14:29:00,1900-01-01 14:59:40,Régulier,JUMR01,32,Genève-Tours,2025-05-20 14:29:00,2025-05-20 14:29:00,32 - 24,0.0
115234,2025-05-20,37 - 26,1900-01-01 14:31:40,1900-01-01 14:57:40,Régulier,RIVE04,33,Genève-Tours,2025-05-20 14:31:40,2025-05-20 14:31:00,33 - 26,0.0
116727,2025-05-20,L - 10,1900-01-01 14:35:00,1900-01-01 14:52:00,Régulier,SYGA00,70,ODIER,2025-05-20 14:35:00,2025-05-20 14:35:00,70 - 10,0.0
115492,2025-05-20,C9 - 42,1900-01-01 14:35:40,1900-01-01 15:20:40,Régulier,CBGO05,41,ODIER,2025-05-20 14:35:40,2025-05-20 14:35:00,41 - 42,0.0
115596,2025-05-20,48 - 3,1900-01-01 14:36:40,1900-01-01 14:51:20,Régulier,CRCO05,47,ODIER,2025-05-20 14:36:40,2025-05-20 14:36:00,47 - 3,0.0
116686,2025-05-20,L - 8,1900-01-01 14:37:00,1900-01-01 14:55:20,Régulier,CRCO05,70,ODIER,2025-05-20 14:37:00,2025-05-20 14:37:00,70 - 8,0.0
115337,2025-05-20,32 - 4,1900-01-01 14:40:00,1900-01-01 15:08:20,Régulier,LULI00,37,Genève-Tours,2025-05-20 14:40:00,2025-05-20 14:40:00,37 - 4,0.0
115648,2025-05-20,48 - 10,1900-01-01 14:49:00,1900-01-01 15:03:00,Régulier,LULY00,47,ODIER,2025-05-20 14:49:00,2025-05-20 14:49:00,47 - 10,0.0
115063,2025-05-20,33 - 20,1900-01-01 14:54:00,1900-01-01 15:15:40,Régulier,PRSM00,31,Genève-Tours,2025-05-20 14:54:00,2025-05-20 14:54:00,31 - 20,0.0
115015,2025-05-20,37 - 26,1900-01-01 14:58:40,1900-01-01 15:18:40,Régulier,PMAR00,31,Genève-Tours,2025-05-20 14:58:40,2025-05-20 14:58:00,31 - 26,0.0
115597,2025-05-20,48 - 8,1900-01-01 14:59:20,1900-01-01 15:14:00,Régulier,CRCO05,47,ODIER,2025-05-20 14:59:20,2025-05-20 14:59:00,47 - 8,0.0
116728,2025-05-20,L - 8,1900-01-01 15:05:00,1900-01-01 15:22:20,Régulier,SYGA00,70,ODIER,2025-05-20 15:05:00,2025-05-20 15:05:00,70 - 8,0.0
116687,2025-05-20,L - 9,1900-01-01 15:06:00,1900-01-01 15:25:00,Régulier,CRCO05,70,ODIER,2025-05-20 15:06:00,2025-05-20 15:06:00,70 - 9,0.0
115064,2025-05-20,33 - 19,1900-01-01 15:22:40,1900-01-01 15:45:20,Régulier,PRSM00,31,Genève-Tours,2025-05-20 15:22:40,2025-05-20 15:22:00,31 - 19,0.0
115649,2025-05-20,48 - 8,1900-01-01 15:23:40,1900-01-01 15:37:40,Régulier,LULY00,47,ODIER,2025-05-20 15:23:40,2025-05-20 15:23:00,47 - 8,0.0
115016,2025-05-20,33 - 18,1900-01-01 15:28:40,1900-01-01 15:50:00,Régulier,PMAR00,31,Genève-Tours,2025-05-20 15:28:40,2025-05-20 15:28:00,31 - 18,0.0
115598,2025-05-20,48 - 9,1900-01-01 15:28:40,1900-01-01 15:44:00,Régulier,CRCO05,47,ODIER,2025-05-20 15:28:40,2025-05-20 15:28:00,47 - 9,0.0
116729,2025-05-20,L - 9,1900-01-01 15:35:00,1900-01-01 15:52:20,Régulier,SYGA00,70,ODIER,2025-05-20 15:35:00,2025-05-20 15:35:00,70 - 9,0.0
116688,2025-05-20,L - 7,1900-01-01 15:36:00,1900-01-01 15:55:00,Régulier,CRCO05,70,ODIER,2025-05-20 15:36:00,2025-05-20 15:36:00,70 - 7,0.0
117535,2025-05-20,38 - 56,1900-01-01 15:40:00,1900-01-01 16:07:00,Régulier,PBAL01,C5,Genève-Tours,2025-05-20 15:40:00,2025-05-20 15:40:00,C5 - 56,0.0
115650,2025-05-20,48 - 9,1900-01-01 15:49:00,1900-01-01 16:03:00,Régulier,LULY00,47,ODIER,2025-05-20 15:49:00,2025-05-20 15:49:00,47 - 9,0.0
115065,2025-05-20,37 - 33,1900-01-01 15:49:40,1900-01-01 16:13:20,Régulier,PRSM00,31,Genève-Tours,2025-05-20 15:49:40,2025-05-20 15:49:00,31 - 33,0.0
115599,2025-05-20,48 - 10,1900-01-01 15:58:20,1900-01-01 16:14:00,Régulier,CRCO05,47,ODIER,2025-05-20 15:58:20,2025-05-20 15:58:00,47 - 10,0.0
115017,2025-05-20,33 - 21,1900-01-01 15:59:40,1900-01-01 16:21:20,Régulier,PMAR00,31,Genève-Tours,2025-05-20 15:59:40,2025-05-20 15:59:00,31 - 21,0.0
116355,2025-05-20,60 - 38,1900-01-01 16:00:40,1900-01-01 16:49:00,Régulier,GXAI01,61,Rdta,2025-05-20 16:00:40,2025-05-20 16:00:00,61 - 38,0.0
115066,2025-05-20,33 - 18,1900-01-01 16:04:40,1900-01-01 16:28:20,Régulier,PRSM00,31,Genève-Tours,2025-05-20 16:04:40,2025-05-20 16:04:00,31 - 18,0.0
115651,2025-05-20,48 - 12,1900-01-01 16:05:00,1900-01-01 16:19:20,Régulier,LULY00,47,ODIER,2025-05-20 16:05:00,2025-05-20 16:05:00,47 - 12,0.0
