DateCourse;Numéro -Voit;sched_start;sched_end;Type;CodeLong;Ligne;Category
2025-06-29;68 - 2;1900-01-01 11:06:00;1900-01-01 11:55:00;Régulier;BLDO04;68;GEM’BUS
2025-06-29;68 - 1;1900-01-01 10:03:00;1900-01-01 10:52:00;Régulier;BLDO04;68;GEM’BUS
2025-06-29;68 - 2;1900-01-01 09:05:00;1900-01-01 09:53:40;Régulier;BLDO04;68;GEM’BUS
2025-06-29;68 - 1;1900-01-01 08:04:00;1900-01-01 08:49:40;Régulier;BLDO04;68;GEM’BUS
2025-06-29;68 - 2;1900-01-01 07:03:00;1900-01-01 07:48:00;Régulier;BLDO04;68;GEM’BUS
2025-06-29;68 - 1;1900-01-01 06:03:00;1900-01-01 06:48:00;Régulier;BLDO04;68;GEM’BUS
2025-06-29;80 - 2;1900-01-01 23:40:00;;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 1;1900-01-01 23:20:00;1900-01-01 23:47:00;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 5;1900-01-01 23:00:00;1900-01-01 23:28:40;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 3;1900-01-01 22:40:00;1900-01-01 23:08:40;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 2;1900-01-01 22:20:00;1900-01-01 22:48:40;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 1;1900-01-01 22:00:00;1900-01-01 22:29:00;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 5;1900-01-01 21:40:00;1900-01-01 22:09:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 3;1900-01-01 21:20:00;1900-01-01 21:49:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 2;1900-01-01 21:00:00;1900-01-01 21:29:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 1;1900-01-01 20:40:00;1900-01-01 21:09:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 5;1900-01-01 20:20:00;1900-01-01 20:49:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 3;1900-01-01 19:58:00;1900-01-01 20:27:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 2;1900-01-01 19:42:00;1900-01-01 20:11:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 1;1900-01-01 19:27:00;1900-01-01 19:56:40;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 4;1900-01-01 19:12:00;1900-01-01 19:42:00;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 5;1900-01-01 18:57:00;1900-01-01 19:27:00;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 3;1900-01-01 18:41:20;1900-01-01 19:12:00;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 2;1900-01-01 18:26:20;1900-01-01 18:57:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 1;1900-01-01 18:11:00;1900-01-01 18:42:00;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 4;1900-01-01 17:55:00;1900-01-01 18:26:00;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 5;1900-01-01 17:40:00;1900-01-01 18:11:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 3;1900-01-01 17:25:00;1900-01-01 17:56:40;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 2;1900-01-01 17:10:00;1900-01-01 17:41:40;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 1;1900-01-01 16:55:00;1900-01-01 17:26:40;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 4;1900-01-01 16:40:00;1900-01-01 17:11:40;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 5;1900-01-01 16:25:00;1900-01-01 16:56:40;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 3;1900-01-01 16:09:00;1900-01-01 16:40:40;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 2;1900-01-01 15:54:00;1900-01-01 16:25:40;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 1;1900-01-01 15:39:00;1900-01-01 16:10:40;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 4;1900-01-01 15:24:00;1900-01-01 15:55:40;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 5;1900-01-01 15:09:00;1900-01-01 15:40:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 3;1900-01-01 14:54:00;1900-01-01 15:25:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 2;1900-01-01 14:39:00;1900-01-01 15:10:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 1;1900-01-01 14:24:00;1900-01-01 14:55:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 4;1900-01-01 14:09:00;1900-01-01 14:40:00;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 5;1900-01-01 13:54:00;1900-01-01 14:24:40;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 3;1900-01-01 13:39:00;1900-01-01 14:09:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 2;1900-01-01 13:24:00;1900-01-01 13:54:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 1;1900-01-01 13:09:00;1900-01-01 13:39:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 4;1900-01-01 12:54:00;1900-01-01 13:24:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 5;1900-01-01 12:39:00;1900-01-01 13:09:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 3;1900-01-01 12:24:00;1900-01-01 12:54:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 2;1900-01-01 12:09:00;1900-01-01 12:39:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 1;1900-01-01 11:54:00;1900-01-01 12:24:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 4;1900-01-01 11:39:00;1900-01-01 12:09:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 5;1900-01-01 11:24:00;1900-01-01 11:54:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 3;1900-01-01 11:09:00;1900-01-01 11:39:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 2;1900-01-01 10:52:00;1900-01-01 11:22:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 1;1900-01-01 10:35:00;1900-01-01 11:04:40;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 4;1900-01-01 10:15:00;1900-01-01 10:44:40;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 3;1900-01-01 09:55:00;1900-01-01 10:24:40;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 2;1900-01-01 09:35:00;1900-01-01 10:04:40;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 1;1900-01-01 09:15:00;1900-01-01 09:44:40;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 4;1900-01-01 08:55:00;1900-01-01 09:24:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 3;1900-01-01 08:35:00;1900-01-01 09:03:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 2;1900-01-01 08:15:00;1900-01-01 08:43:20;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 1;1900-01-01 07:55:00;1900-01-01 08:23:00;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 4;1900-01-01 07:35:00;1900-01-01 08:03:00;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 3;1900-01-01 07:15:00;1900-01-01 07:43:00;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 2;1900-01-01 06:55:00;1900-01-01 07:23:00;Régulier;BAIR07;80;GEM’BUS
2025-06-29;80 - 1;1900-01-01 06:35:00;1900-01-01 07:02:40;Régulier;BAIR07;80;GEM’BUS
2025-06-29;66 - 1;1900-01-01 23:21:00;;Régulier;AERO02;66;GEM’BUS
2025-06-29;66 - 2;1900-01-01 22:21:00;1900-01-01 23:02:00;Régulier;AERO02;66;GEM’BUS
2025-06-29;66 - 1;1900-01-01 21:21:00;1900-01-01 22:03:20;Régulier;AERO02;66;GEM’BUS
2025-06-29;66 - 2;1900-01-01 20:21:00;1900-01-01 21:03:40;Régulier;AERO02;66;GEM’BUS
2025-06-29;66 - 1;1900-01-01 19:21:00;1900-01-01 20:04:20;Régulier;AERO02;66;GEM’BUS
2025-06-29;66 - 2;1900-01-01 18:21:00;1900-01-01 19:04:40;Régulier;AERO02;66;GEM’BUS
2025-06-29;66 - 1;1900-01-01 17:21:00;1900-01-01 18:04:40;Régulier;AERO02;66;GEM’BUS
2025-06-29;66 - 2;1900-01-01 16:21:00;1900-01-01 17:04:20;Régulier;AERO02;66;GEM’BUS
2025-06-29;66 - 1;1900-01-01 15:21:00;1900-01-01 16:04:00;Régulier;AERO02;66;GEM’BUS
2025-06-29;66 - 2;1900-01-01 14:21:00;1900-01-01 15:04:00;Régulier;AERO02;66;GEM’BUS
2025-06-29;66 - 1;1900-01-01 13:21:00;1900-01-01 14:03:40;Régulier;AERO02;66;GEM’BUS
2025-06-29;66 - 2;1900-01-01 12:21:00;1900-01-01 13:03:40;Régulier;AERO02;66;GEM’BUS
2025-06-29;66 - 1;1900-01-01 11:21:00;1900-01-01 12:03:40;Régulier;AERO02;66;GEM’BUS
2025-06-29;66 - 2;1900-01-01 10:21:00;1900-01-01 11:03:40;Régulier;AERO02;66;GEM’BUS
2025-06-29;66 - 1;1900-01-01 09:21:00;1900-01-01 10:02:20;Régulier;AERO02;66;GEM’BUS
2025-06-29;66 - 2;1900-01-01 08:21:00;1900-01-01 09:02:20;Régulier;AERO02;66;GEM’BUS
2025-06-29;66 - 1;1900-01-01 07:21:00;1900-01-01 08:01:40;Régulier;AERO02;66;GEM’BUS
2025-06-30;80 - 7;1900-01-01 23:40:00;;Régulier;SJSN04;80;GEM’BUS
2025-06-30;80 - 14;1900-01-01 23:20:00;1900-01-01 23:47:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;80 - 15;1900-01-01 23:00:00;1900-01-01 23:27:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;80 - 13;1900-01-01 22:40:00;1900-01-01 23:08:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;80 - 7;1900-01-01 22:20:00;1900-01-01 22:48:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;80 - 14;1900-01-01 22:00:00;1900-01-01 22:28:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;80 - 15;1900-01-01 21:40:00;1900-01-01 22:09:00;Régulier;SJSN04;80;GEM’BUS
2025-06-30;80 - 13;1900-01-01 21:20:00;1900-01-01 21:49:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;80 - 7;1900-01-01 21:00:00;1900-01-01 21:29:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;80 - 14;1900-01-01 20:40:00;1900-01-01 21:10:00;Régulier;SJSN04;80;GEM’BUS
2025-06-30;80 - 15;1900-01-01 20:20:00;1900-01-01 20:51:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;80 - 13;1900-01-01 20:00:00;1900-01-01 20:31:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;80 - 7;1900-01-01 19:40:00;1900-01-01 20:12:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 5;1900-01-01 23:14:00;1900-01-01 23:49:20;Régulier;VATH00;66;GEM’BUS
2025-06-30;66 - 7;1900-01-01 22:14:00;1900-01-01 22:50:20;Régulier;VATH00;66;GEM’BUS
2025-06-30;80 - 16;1900-01-01 19:22:00;1900-01-01 19:55:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 5;1900-01-01 21:14:00;1900-01-01 21:51:00;Régulier;VATH00;66;GEM’BUS
2025-06-30;80 - 14;1900-01-01 19:11:00;1900-01-01 19:44:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 7;1900-01-01 20:14:00;1900-01-01 20:53:00;Régulier;VATH00;66;GEM’BUS
2025-06-30;66 - 5;1900-01-01 19:32:40;1900-01-01 20:13:00;Régulier;VATH00;66;GEM’BUS
2025-06-30;80 - 4;1900-01-01 19:00:00;1900-01-01 19:34:00;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 6;1900-01-01 19:04:00;1900-01-01 19:45:40;Régulier;VATH00;66;GEM’BUS
2025-06-30;80 - 15;1900-01-01 18:51:00;1900-01-01 19:25:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 2;1900-01-01 18:34:00;1900-01-01 19:18:20;Régulier;VATH00;66;GEM’BUS
2025-06-30;66 - 7;1900-01-01 18:04:00;1900-01-01 18:48:40;Régulier;VATH00;66;GEM’BUS
2025-06-30;80 - 3;1900-01-01 18:42:00;1900-01-01 19:17:00;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 5;1900-01-01 17:34:00;1900-01-01 18:21:00;Régulier;VATH00;66;GEM’BUS
2025-06-30;80 - 13;1900-01-01 18:35:00;1900-01-01 19:10:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 6;1900-01-01 17:04:00;1900-01-01 17:51:00;Régulier;VATH00;66;GEM’BUS
2025-06-30;68 - 12;1900-01-01 23:41:00;;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 8;1900-01-01 18:27:00;1900-01-01 19:02:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 2;1900-01-01 16:34:00;1900-01-01 17:20:20;Régulier;VATH00;66;GEM’BUS
2025-06-30;68 - 5;1900-01-01 22:41:00;1900-01-01 23:19:20;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 7;1900-01-01 18:19:00;1900-01-01 18:55:00;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 7;1900-01-01 16:05:00;1900-01-01 16:50:40;Régulier;VATH00;66;GEM’BUS
2025-06-30;68 - 14;1900-01-01 21:41:00;1900-01-01 22:20:00;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 17;1900-01-01 18:10:00;1900-01-01 18:46:00;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 5;1900-01-01 15:37:20;1900-01-01 16:22:00;Régulier;VATH00;66;GEM’BUS
2025-06-30;68 - 13;1900-01-01 20:50:00;1900-01-01 21:29:00;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 1;1900-01-01 18:03:00;1900-01-01 18:39:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 2;1900-01-01 14:41:00;1900-01-01 15:25:00;Régulier;VATH00;66;GEM’BUS
2025-06-30;80 - 16;1900-01-01 17:55:00;1900-01-01 18:31:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 5;1900-01-01 13:41:00;1900-01-01 14:24:40;Régulier;VATH00;66;GEM’BUS
2025-06-30;68 - 14;1900-01-01 20:06:00;1900-01-01 20:45:20;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 5;1900-01-01 17:48:00;1900-01-01 18:25:00;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 2;1900-01-01 12:41:00;1900-01-01 13:24:40;Régulier;VATH00;66;GEM’BUS
2025-06-30;68 - 11;1900-01-01 19:26:00;1900-01-01 20:06:20;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 14;1900-01-01 17:40:00;1900-01-01 18:17:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 5;1900-01-01 11:41:00;1900-01-01 12:25:20;Régulier;VATH00;66;GEM’BUS
2025-06-30;80 - 4;1900-01-01 17:33:00;1900-01-01 18:10:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 2;1900-01-01 10:42:00;1900-01-01 11:25:40;Régulier;VATH00;66;GEM’BUS
2025-06-30;68 - 12;1900-01-01 18:55:00;1900-01-01 19:35:20;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 12;1900-01-01 17:25:00;1900-01-01 18:02:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 10;1900-01-01 18:35:00;1900-01-01 19:15:20;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 15;1900-01-01 17:18:00;1900-01-01 17:55:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 5;1900-01-01 09:43:00;1900-01-01 10:27:00;Régulier;VATH00;66;GEM’BUS
2025-06-30;68 - 14;1900-01-01 18:14:00;1900-01-01 18:55:20;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 3;1900-01-01 17:10:00;1900-01-01 17:47:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 6;1900-01-01 09:03:00;1900-01-01 09:47:00;Régulier;VATH00;66;GEM’BUS
2025-06-30;68 - 7;1900-01-01 17:54:00;1900-01-01 18:36:20;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 13;1900-01-01 17:02:00;1900-01-01 17:39:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 2;1900-01-01 08:33:00;1900-01-01 09:18:20;Régulier;VATH00;66;GEM’BUS
2025-06-30;68 - 11;1900-01-01 17:33:00;1900-01-01 18:15:20;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 8;1900-01-01 16:54:00;1900-01-01 17:31:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 1;1900-01-01 08:03:00;1900-01-01 08:51:40;Régulier;VATH00;66;GEM’BUS
2025-06-30;68 - 12;1900-01-01 17:13:00;1900-01-01 17:54:40;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 7;1900-01-01 16:46:00;1900-01-01 17:23:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 5;1900-01-01 07:33:00;1900-01-01 08:21:40;Régulier;VATH00;66;GEM’BUS
2025-06-30;68 - 10;1900-01-01 16:50:00;1900-01-01 17:32:40;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 17;1900-01-01 16:38:00;1900-01-01 17:15:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 6;1900-01-01 07:03:00;1900-01-01 07:49:20;Régulier;VATH00;66;GEM’BUS
2025-06-30;68 - 14;1900-01-01 16:33:00;1900-01-01 17:15:40;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 1;1900-01-01 16:31:00;1900-01-01 17:08:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 2;1900-01-01 06:33:00;1900-01-01 07:15:40;Régulier;VATH00;66;GEM’BUS
2025-06-30;68 - 7;1900-01-01 16:13:00;1900-01-01 16:56:20;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 16;1900-01-01 16:23:00;1900-01-01 17:00:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 1;1900-01-01 06:03:00;1900-01-01 06:44:00;Régulier;VATH00;66;GEM’BUS
2025-06-30;68 - 11;1900-01-01 15:53:00;1900-01-01 16:35:40;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 5;1900-01-01 16:15:00;1900-01-01 16:52:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 3;1900-01-01 05:15:00;1900-01-01 05:54:20;Régulier;VATH00;66;GEM’BUS
2025-06-30;68 - 1;1900-01-01 15:23:00;1900-01-01 16:05:40;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 14;1900-01-01 16:08:00;1900-01-01 16:45:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 1;1900-01-01 04:15:00;1900-01-01 04:54:00;Régulier;VATH00;66;GEM’BUS
2025-06-30;68 - 7;1900-01-01 14:35:00;1900-01-01 15:20:00;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 4;1900-01-01 16:01:00;1900-01-01 16:38:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 1;1900-01-01 13:47:00;1900-01-01 14:32:20;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 12;1900-01-01 15:51:00;1900-01-01 16:28:00;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 7;1900-01-01 12:59:00;1900-01-01 13:42:20;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 3;1900-01-01 15:40:00;1900-01-01 16:17:00;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 1;1900-01-01 12:11:00;1900-01-01 12:53:20;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 8;1900-01-01 15:26:00;1900-01-01 16:03:00;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 7;1900-01-01 11:23:00;1900-01-01 12:04:20;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 7;1900-01-01 15:12:00;1900-01-01 15:49:00;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 1;1900-01-01 10:35:00;1900-01-01 11:16:20;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 1;1900-01-01 14:57:00;1900-01-01 15:33:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 7;1900-01-01 09:47:00;1900-01-01 10:29:40;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 5;1900-01-01 14:42:00;1900-01-01 15:18:00;Régulier;SJSN04;80;GEM’BUS
2025-06-30;80 - 4;1900-01-01 14:27:00;1900-01-01 15:03:00;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 5;1900-01-01 09:12:00;1900-01-01 09:53:40;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 3;1900-01-01 14:12:00;1900-01-01 14:47:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 2;1900-01-01 08:46:00;1900-01-01 09:28:20;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 8;1900-01-01 13:57:00;1900-01-01 14:32:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 9;1900-01-01 08:24:20;1900-01-01 09:09:20;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 7;1900-01-01 13:42:00;1900-01-01 14:17:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 7;1900-01-01 08:06:00;1900-01-01 08:52:00;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 1;1900-01-01 13:27:00;1900-01-01 14:02:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 8;1900-01-01 07:46:00;1900-01-01 08:31:40;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 5;1900-01-01 13:12:00;1900-01-01 13:47:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 5;1900-01-01 07:26:00;1900-01-01 08:10:40;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 4;1900-01-01 12:57:00;1900-01-01 13:32:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 2;1900-01-01 07:05:00;1900-01-01 07:50:00;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 3;1900-01-01 12:42:00;1900-01-01 13:17:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 6;1900-01-01 06:35:00;1900-01-01 07:19:20;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 8;1900-01-01 12:27:00;1900-01-01 13:02:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 1;1900-01-01 06:05:00;1900-01-01 06:48:00;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 7;1900-01-01 12:12:00;1900-01-01 12:47:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 4;1900-01-01 05:25:00;1900-01-01 06:05:00;Régulier;VATH01;68;GEM’BUS
2025-06-30;80 - 1;1900-01-01 11:57:00;1900-01-01 12:32:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;80 - 5;1900-01-01 11:42:00;1900-01-01 12:17:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 14;1900-01-01 23:21:00;1900-01-01 23:44:00;Régulier;JMON01;68;GEM’BUS
2025-06-30;80 - 4;1900-01-01 11:27:00;1900-01-01 12:02:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 12;1900-01-01 22:21:00;1900-01-01 22:44:20;Régulier;JMON01;68;GEM’BUS
2025-06-30;80 - 3;1900-01-01 11:12:00;1900-01-01 11:47:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 5;1900-01-01 21:21:00;1900-01-01 21:45:00;Régulier;JMON01;68;GEM’BUS
2025-06-30;80 - 8;1900-01-01 10:57:00;1900-01-01 11:32:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 12;1900-01-01 20:46:00;1900-01-01 21:09:40;Régulier;JMON01;68;GEM’BUS
2025-06-30;80 - 7;1900-01-01 10:42:00;1900-01-01 11:17:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 5;1900-01-01 19:58:00;1900-01-01 20:22:40;Régulier;JMON01;68;GEM’BUS
2025-06-30;80 - 1;1900-01-01 10:27:00;1900-01-01 11:02:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 1;1900-01-01 19:27:00;1900-01-01 19:51:40;Régulier;JMON01;68;GEM’BUS
2025-06-30;68 - 13;1900-01-01 19:00:00;1900-01-01 19:24:40;Régulier;JMON01;68;GEM’BUS
2025-06-30;80 - 5;1900-01-01 10:12:00;1900-01-01 10:47:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;68 - 5;1900-01-01 18:40:00;1900-01-01 19:04:40;Régulier;JMON01;68;GEM’BUS
2025-06-30;68 - 1;1900-01-01 18:20:00;1900-01-01 18:45:00;Régulier;JMON01;68;GEM’BUS
2025-06-30;80 - 4;1900-01-01 09:57:00;1900-01-01 10:32:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 3;1900-01-01 19:44:00;1900-01-01 20:00:00;Régulier;FEMA01;66;GEM’BUS
2025-06-30;68 - 3;1900-01-01 18:00:00;1900-01-01 18:25:40;Régulier;JMON01;68;GEM’BUS
2025-06-30;66 - 8;1900-01-01 19:15:40;1900-01-01 19:32:40;Régulier;FEMA01;66;GEM’BUS
2025-06-30;68 - 13;1900-01-01 17:40:00;1900-01-01 18:05:40;Régulier;JMON01;68;GEM’BUS
2025-06-30;80 - 3;1900-01-01 09:42:00;1900-01-01 10:17:40;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 3;1900-01-01 18:46:20;1900-01-01 19:03:40;Régulier;FEMA01;66;GEM’BUS
2025-06-30;68 - 5;1900-01-01 17:18:00;1900-01-01 17:43:40;Régulier;JMON01;68;GEM’BUS
2025-06-30;66 - 8;1900-01-01 18:16:20;1900-01-01 18:34:20;Régulier;FEMA01;66;GEM’BUS
2025-06-30;68 - 1;1900-01-01 17:00:00;1900-01-01 17:26:20;Régulier;JMON01;68;GEM’BUS
2025-06-30;80 - 8;1900-01-01 09:27:00;1900-01-01 10:03:00;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 3;1900-01-01 17:47:00;1900-01-01 18:05:40;Régulier;FEMA01;66;GEM’BUS
2025-06-30;68 - 3;1900-01-01 16:40:00;1900-01-01 17:06:20;Régulier;JMON01;68;GEM’BUS
2025-06-30;80 - 7;1900-01-01 09:13:00;1900-01-01 09:49:20;Régulier;SJSN04;80;GEM’BUS
2025-06-30;66 - 8;1900-01-01 17:16:20;1900-01-01 17:35:00;Régulier;FEMA01;66;GEM’BUS
2025-06-30;68 - 13;1900-01-01 16:20:00;1900-01-01 16:46:40;Régulier;JMON01;68;GEM’BUS
2025-06-30;66 - 3;1900-01-01 16:46:00;1900-01-01 17:04:40;Régulier;FEMA01;66;GEM’BUS
